Sales Person,Country,Product,Date,Amount,Boxes Shipped
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2024,"$4,486.37",1970-01-01 00:00:00.000000104
Van Tuxwell,India,50% Dark Bites,13/05/2024,"$5,591.29",1970-01-01 00:00:00.000000132
Van Tuxwell,USA,Manuka Honey Choco,31/05/2024,"$2,662.54",1970-01-01 00:00:00.000000102
Wilone O'Kielt,USA,Orange Choco,28/02/2024,"$7,481.93",1970-01-01 00:00:00.000000038
Barr Faughny,New Zealand,Eclairs,28/03/2024,"$7,418.41",1970-01-01 00:00:00.000000031
Gigi Bohling,USA,After Nines,14/01/2024,"$1,969.06",1970-01-01 00:00:00.000000235
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2024,"$7,197.75",1970-01-01 00:00:00.000000159
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2024,"$11,719.06",1970-01-01 00:00:00.000000087
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2024,"$2,755.14",1970-01-01 00:00:00.000000063
Husein Augar,USA,White Choc,13/07/2024,"$2,438.56",1970-01-01 00:00:00.000000061
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2024,"$7,661.86",1970-01-01 00:00:00.000000144
Dennison Crosswaite,India,85% Dark Bars,30/06/2024,"$4,886.15",1970-01-01 00:00:00.000000023
Curtice Advani,UK,50% Dark Bites,08/03/2024,"$3,572.26",1970-01-01 00:00:00.000000156
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2024,"$6,937.75",1970-01-01 00:00:00.000000094
Oby Sorrel,Canada,Raspberry Choco,16/06/2024,"$1,941.25",1970-01-01 00:00:00.000000221
Gigi Bohling,UK,Drinking Coco,30/06/2024,"$6,173.15",1970-01-01 00:00:00.000000046
Kelci Walkden,India,Mint Chip Choco,28/07/2024,"$3,105.45",1970-01-01 00:00:00.000000116
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2024,"$3,691.60",1970-01-01 00:00:00.000000154
Barr Faughny,UK,Mint Chip Choco,07/07/2024,"$3,950.65",1970-01-01 00:00:00.000000324
Barr Faughny,USA,85% Dark Bars,25/08/2024,"$13,497.17",1970-01-01 00:00:00.000000049
Husein Augar,Canada,Eclairs,17/01/2024,"$4,389.23",1970-01-01 00:00:00.000000241
Jan Morforth,Australia,70% Dark Bites,04/03/2024,"$6,310.98",1970-01-01 00:00:00.000000366
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2024,"$9,693.37",1970-01-01 00:00:00.000000004
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2024,"$2,348.20",1970-01-01 00:00:00.000000266
Kaine Padly,USA,Organic Choco Syrup,11/03/2024,"$2,518.50",1970-01-01 00:00:00.000000024
Camilla Castle,USA,Raspberry Choco,20/05/2024,"$3,516.72",1970-01-01 00:00:00.000000017
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2024,"$16,807.37",1970-01-01 00:00:00.000000044
Jehu Rudeforth,New Zealand,After Nines,14/04/2024,"$1,736.59",1970-01-01 00:00:00.000000070
Jehu Rudeforth,USA,Smooth Sliky Salty,07/07/2024,"$7,900.11",1970-01-01 00:00:00.000000168
Madelene Upcott,India,Mint Chip Choco,24/08/2024,"$4,016.89",1970-01-01 00:00:00.000000071
Jehu Rudeforth,India,Eclairs,24/02/2024,"$9,642.62",1970-01-01 00:00:00.000000140
Karlen McCaffrey,Canada,Raspberry Choco,09/05/2024,$773.70,1970-01-01 00:00:00.000000217
Kaine Padly,Australia,70% Dark Bites,08/02/2024,"$7,852.03",1970-01-01 00:00:00.000000240
Roddy Speechley,UK,70% Dark Bites,24/03/2024,"$1,649.57",1970-01-01 00:00:00.000000293
Rafaelita Blaksland,USA,Drinking Coco,20/06/2024,"$9,333.45",1970-01-01 00:00:00.000000078
Mallorie Waber,Canada,Manuka Honey Choco,07/03/2024,"$1,540.11",1970-01-01 00:00:00.000000117
Kaine Padly,Australia,Fruit & Nut Bars,20/06/2024,"$7,840.94",1970-01-01 00:00:00.000000082
Oby Sorrel,New Zealand,Organic Choco Syrup,17/02/2024,"$17,102.97",1970-01-01 00:00:00.000000267
Madelene Upcott,UK,99% Dark & Pure,26/01/2024,"$11,496.42",1970-01-01 00:00:00.000000049
Madelene Upcott,Australia,Mint Chip Choco,02/05/2024,"$3,072.89",1970-01-01 00:00:00.000000166
Curtice Advani,Canada,99% Dark & Pure,07/07/2024,"$14,990.79",1970-01-01 00:00:00.000000007
Rafaelita Blaksland,Australia,Baker's Choco Chips,22/08/2024,"$3,170.18",1970-01-01 00:00:00.000000049
Karlen McCaffrey,Australia,After Nines,11/08/2024,"$2,528.14",1970-01-01 00:00:00.000000067
Marney O'Breen,UK,99% Dark & Pure,13/01/2024,"$8,551.60",1970-01-01 00:00:00.000000208
Gunar Cockshoot,Australia,50% Dark Bites,02/03/2024,"$13,072.95",1970-01-01 00:00:00.000000119
Marney O'Breen,Australia,Choco Coated Almonds,27/07/2024,"$11,987.26",1970-01-01 00:00:00.000000041
Kelci Walkden,New Zealand,Drinking Coco,10/03/2024,"$18,385.44",1970-01-01 00:00:00.000000116
Beverie Moffet,USA,85% Dark Bars,23/08/2024,"$14,028.40",1970-01-01 00:00:00.000000344
Roddy Speechley,USA,Eclairs,25/04/2024,"$4,812.71",1970-01-01 00:00:00.000000169
Dennison Crosswaite,UK,Milk Bars,07/03/2024,"$11,963.91",1970-01-01 00:00:00.000000446
Wilone O'Kielt,UK,Organic Choco Syrup,12/07/2024,"$5,574.83",1970-01-01 00:00:00.000000052
Madelene Upcott,USA,Orange Choco,16/05/2024,"$9,205.15",1970-01-01 00:00:00.000000144
Gunar Cockshoot,India,Smooth Sliky Salty,02/03/2024,"$4,133.74",1970-01-01 00:00:00.000000069
Marney O'Breen,New Zealand,85% Dark Bars,30/05/2024,"$1,312.23",1970-01-01 00:00:00.000000164
Marney O'Breen,UK,Manuka Honey Choco,10/06/2024,"$11,735.75",1970-01-01 00:00:00.000000185
Brien Boise,USA,99% Dark & Pure,25/07/2024,"$7,650.76",1970-01-01 00:00:00.000000358
Beverie Moffet,New Zealand,Mint Chip Choco,09/06/2024,"$4,994.93",1970-01-01 00:00:00.000000098
Dennison Crosswaite,USA,Milk Bars,12/05/2024,$890.78,1970-01-01 00:00:00.000000062
Gunar Cockshoot,USA,Drinking Coco,09/05/2024,"$4,142.16",1970-01-01 00:00:00.000000005
Brien Boise,Canada,Manuka Honey Choco,09/08/2024,"$7,308.24",1970-01-01 00:00:00.000000178
Van Tuxwell,India,Choco Coated Almonds,13/04/2024,"$6,833.86",1970-01-01 00:00:00.000000115
Andria Kimpton,USA,Caramel Stuffed Bars,02/05/2024,"$8,878.27",1970-01-01 00:00:00.000000047
Dotty Strutley,USA,99% Dark & Pure,09/08/2024,"$4,134.93",1970-01-01 00:00:00.000000307
Camilla Castle,Australia,Raspberry Choco,23/08/2024,"$6,641.89",1970-01-01 00:00:00.000000188
Gunar Cockshoot,India,Spicy Special Slims,13/05/2024,"$7,117.30",1970-01-01 00:00:00.000000174
Karlen McCaffrey,USA,Manuka Honey Choco,01/02/2024,"$11,815.59",1970-01-01 00:00:00.000000068
Camilla Castle,USA,50% Dark Bites,23/06/2024,"$6,962.79",1970-01-01 00:00:00.000000303
Madelene Upcott,UK,Choco Coated Almonds,24/05/2024,"$11,786.42",1970-01-01 00:00:00.000000147
Jan Morforth,Canada,Mint Chip Choco,01/04/2024,"$1,200.19",1970-01-01 00:00:00.000000224
Camilla Castle,Canada,70% Dark Bites,27/07/2024,"$10,791.08",1970-01-01 00:00:00.000000166
Ches Bonnell,India,Peanut Butter Cubes,27/01/2024,"$26,170.95",1970-01-01 00:00:00.000000224
Jan Morforth,India,Choco Coated Almonds,12/08/2024,"$2,987.81",1970-01-01 00:00:00.000000136
Gigi Bohling,Canada,Almond Choco,01/02/2024,"$11,705.99",1970-01-01 00:00:00.000000047
Rafaelita Blaksland,India,After Nines,02/03/2024,"$5,256.03",1970-01-01 00:00:00.000000201
Kelci Walkden,Australia,99% Dark & Pure,30/06/2024,"$3,794.10",1970-01-01 00:00:00.000000036
Dotty Strutley,Australia,Spicy Special Slims,17/01/2024,"$9,655.30",1970-01-01 00:00:00.000000097
Brien Boise,USA,Milk Bars,07/07/2024,"$16,001.54",1970-01-01 00:00:00.000000133
Mallorie Waber,New Zealand,Mint Chip Choco,31/01/2024,"$1,386.10",1970-01-01 00:00:00.000000104
Beverie Moffet,UK,99% Dark & Pure,10/08/2024,"$3,821.76",1970-01-01 00:00:00.000000122
Beverie Moffet,USA,Peanut Butter Cubes,18/08/2024,"$15,722.43",1970-01-01 00:00:00.000000351
Brien Boise,New Zealand,White Choc,15/06/2024,"$6,287.25",1970-01-01 00:00:00.000000340
Marney O'Breen,USA,Baker's Choco Chips,26/01/2024,"$9,831.97",1970-01-01 00:00:00.000000009
Kelci Walkden,USA,Spicy Special Slims,29/04/2024,$90.36,1970-01-01 00:00:00.000000073
Mallorie Waber,Canada,White Choc,03/03/2024,"$3,799.50",1970-01-01 00:00:00.000000071
Kaine Padly,Australia,Almond Choco,22/02/2024,"$4,674.20",1970-01-01 00:00:00.000000422
Oby Sorrel,USA,Smooth Sliky Salty,04/03/2024,"$4,011.83",1970-01-01 00:00:00.000000169
Dennison Crosswaite,India,Smooth Sliky Salty,07/07/2024,"$3,429.85",1970-01-01 00:00:00.000000009
Camilla Castle,New Zealand,Caramel Stuffed Bars,17/06/2024,"$4,920.68",1970-01-01 00:00:00.000000380
Jan Morforth,Canada,Caramel Stuffed Bars,02/08/2024,"$10,049.72",1970-01-01 00:00:00.000000118
Oby Sorrel,USA,Baker's Choco Chips,12/08/2024,"$8,485.10",1970-01-01 00:00:00.000000120
Madelene Upcott,New Zealand,Peanut Butter Cubes,28/01/2024,"$6,030.31",1970-01-01 00:00:00.000000351
Kelci Walkden,Australia,Orange Choco,29/04/2024,"$13,331.77",1970-01-01 00:00:00.000000443
Marney O'Breen,Australia,Manuka Honey Choco,05/04/2024,"$15,245.95",1970-01-01 00:00:00.000000233
Kaine Padly,Canada,Manuka Honey Choco,18/01/2024,"$11,618.55",1970-01-01 00:00:00.000000133
Jehu Rudeforth,UK,Baker's Choco Chips,16/05/2024,"$2,629.59",1970-01-01 00:00:00.000000098
Kelci Walkden,Australia,White Choc,24/08/2024,"$10,089.49",1970-01-01 00:00:00.000000168
Curtice Advani,India,85% Dark Bars,18/01/2024,$308.24,1970-01-01 00:00:00.000000402
Kaine Padly,USA,Eclairs,22/08/2024,"$7,978.76",1970-01-01 00:00:00.000000010
Gunar Cockshoot,UK,99% Dark & Pure,07/03/2024,$8.16,1970-01-01 00:00:00.000000084
Beverie Moffet,UK,Choco Coated Almonds,04/03/2024,"$3,303.13",1970-01-01 00:00:00.000000073
Dotty Strutley,Canada,Manuka Honey Choco,22/04/2024,"$13,959.74",1970-01-01 00:00:00.000000113
Kaine Padly,Australia,Milk Bars,09/06/2024,"$4,251.42",1970-01-01 00:00:00.000000091
Jan Morforth,Canada,Fruit & Nut Bars,25/07/2024,"$9,885.53",1970-01-01 00:00:00.000000217
Jan Morforth,India,Smooth Sliky Salty,03/08/2024,"$12,864.47",1970-01-01 00:00:00.000000093
Rafaelita Blaksland,Australia,Manuka Honey Choco,03/08/2024,"$5,245.60",1970-01-01 00:00:00.000000144
Jehu Rudeforth,UK,Milk Bars,03/05/2024,"$14,345.50",1970-01-01 00:00:00.000000219
Husein Augar,Canada,After Nines,19/01/2024,"$11,462.19",1970-01-01 00:00:00.000000288
Roddy Speechley,USA,50% Dark Bites,11/02/2024,"$11,667.94",1970-01-01 00:00:00.000000306
Van Tuxwell,India,Almond Choco,14/06/2024,"$7,455.17",1970-01-01 00:00:00.000000383
Kelci Walkden,USA,50% Dark Bites,23/03/2024,"$7,203.64",1970-01-01 00:00:00.000000234
Madelene Upcott,Canada,85% Dark Bars,17/02/2024,"$8,081.58",1970-01-01 00:00:00.000000105
Dennison Crosswaite,Canada,Smooth Sliky Salty,17/03/2024,"$2,055.40",1970-01-01 00:00:00.000000485
Mallorie Waber,Australia,Spicy Special Slims,29/06/2024,"$6,476.09",1970-01-01 00:00:00.000000304
Ches Bonnell,Canada,Choco Coated Almonds,24/08/2024,"$17,490.08",1970-01-01 00:00:00.000000289
Gigi Bohling,Canada,Spicy Special Slims,04/07/2024,"$13,644.00",1970-01-01 00:00:00.000000281
Roddy Speechley,New Zealand,Almond Choco,28/03/2024,"$2,930.46",1970-01-01 00:00:00.000000070
Curtice Advani,India,Smooth Sliky Salty,19/04/2024,"$22,717.09",1970-01-01 00:00:00.000000143
Ches Bonnell,New Zealand,Mint Chip Choco,18/01/2024,"$9,471.72",1970-01-01 00:00:00.000000248
Van Tuxwell,New Zealand,Fruit & Nut Bars,17/01/2024,"$3,400.47",1970-01-01 00:00:00.000000092
Andria Kimpton,New Zealand,Mint Chip Choco,15/02/2024,"$10,696.21",1970-01-01 00:00:00.000000201
Andria Kimpton,UK,Milk Bars,11/02/2024,"$17,101.67",1970-01-01 00:00:00.000000307
Camilla Castle,USA,Manuka Honey Choco,21/03/2024,"$18,936.88",1970-01-01 00:00:00.000000180
Gunar Cockshoot,New Zealand,Almond Choco,05/01/2024,"$6,015.37",1970-01-01 00:00:00.000000136
Brien Boise,India,Raspberry Choco,30/05/2024,"$7,623.58",1970-01-01 00:00:00.000000162
Jehu Rudeforth,USA,99% Dark & Pure,04/01/2024,"$2,996.83",1970-01-01 00:00:00.000000227
Beverie Moffet,Australia,Fruit & Nut Bars,22/04/2024,"$1,718.97",1970-01-01 00:00:00.000000260
Gigi Bohling,Canada,Milk Bars,10/02/2024,"$3,523.33",1970-01-01 00:00:00.000000114
Dotty Strutley,India,Spicy Special Slims,12/08/2024,"$1,092.36",1970-01-01 00:00:00.000000209
Gunar Cockshoot,USA,Organic Choco Syrup,10/08/2024,"$2,495.71",1970-01-01 00:00:00.000000310
Kelci Walkden,Australia,Raspberry Choco,07/06/2024,$813.41,1970-01-01 00:00:00.000000058
Jehu Rudeforth,India,Baker's Choco Chips,06/06/2024,"$2,489.06",1970-01-01 00:00:00.000000081
Karlen McCaffrey,New Zealand,Baker's Choco Chips,05/04/2024,"$5,701.35",1970-01-01 00:00:00.000000201
Wilone O'Kielt,USA,50% Dark Bites,18/04/2024,"$5,084.32",1970-01-01 00:00:00.000000126
Andria Kimpton,India,50% Dark Bites,31/01/2024,"$15,789.48",1970-01-01 00:00:00.000000016
Madelene Upcott,USA,Baker's Choco Chips,22/08/2024,"$6,541.75",1970-01-01 00:00:00.000000141
Jehu Rudeforth,Australia,99% Dark & Pure,25/02/2024,"$11,409.11",1970-01-01 00:00:00.000000217
Jan Morforth,Australia,Mint Chip Choco,22/02/2024,"$19,258.41",1970-01-01 00:00:00.000000099
Oby Sorrel,New Zealand,Milk Bars,12/01/2024,"$5,074.86",1970-01-01 00:00:00.000000201
Brien Boise,UK,Almond Choco,25/05/2024,$115.90,1970-01-01 00:00:00.000000120
Kelci Walkden,India,Smooth Sliky Salty,01/02/2024,"$2,797.19",1970-01-01 00:00:00.000000009
Rafaelita Blaksland,UK,Eclairs,27/04/2024,"$1,608.04",1970-01-01 00:00:00.000000075
Gigi Bohling,USA,Smooth Sliky Salty,22/07/2024,"$2,960.99",1970-01-01 00:00:00.000000133
Curtice Advani,New Zealand,Mint Chip Choco,26/01/2024,"$3,703.51",1970-01-01 00:00:00.000000260
Curtice Advani,USA,Mint Chip Choco,24/08/2024,"$5,679.57",1970-01-01 00:00:00.000000285
Madelene Upcott,New Zealand,Fruit & Nut Bars,18/01/2024,"$6,764.17",1970-01-01 00:00:00.000000020
Karlen McCaffrey,India,85% Dark Bars,30/03/2024,"$1,108.85",1970-01-01 00:00:00.000000087
Ches Bonnell,Australia,Caramel Stuffed Bars,17/01/2024,"$9,477.32",1970-01-01 00:00:00.000000160
Kelci Walkden,USA,Fruit & Nut Bars,17/02/2024,"$5,301.93",1970-01-01 00:00:00.000000155
Kelci Walkden,Canada,Peanut Butter Cubes,08/04/2024,"$8,041.25",1970-01-01 00:00:00.000000043
Gigi Bohling,Canada,Drinking Coco,06/07/2024,"$3,716.17",1970-01-01 00:00:00.000000089
Husein Augar,India,Fruit & Nut Bars,04/04/2024,"$4,591.77",1970-01-01 00:00:00.000000222
Jan Morforth,New Zealand,Organic Choco Syrup,02/03/2024,"$1,928.33",1970-01-01 00:00:00.000000217
Gigi Bohling,New Zealand,Raspberry Choco,09/08/2024,"$1,225.12",1970-01-01 00:00:00.000000186
Dennison Crosswaite,Australia,Milk Bars,09/06/2024,"$11,326.55",1970-01-01 00:00:00.000000296
Ches Bonnell,UK,Caramel Stuffed Bars,02/06/2024,"$3,063.08",1970-01-01 00:00:00.000000301
Van Tuxwell,USA,Fruit & Nut Bars,05/07/2024,"$7,093.33",1970-01-01 00:00:00.000000233
Andria Kimpton,Canada,Eclairs,11/08/2024,$337.37,1970-01-01 00:00:00.000000120
Madelene Upcott,India,Choco Coated Almonds,11/02/2024,"$3,764.59",1970-01-01 00:00:00.000000158
Kelci Walkden,New Zealand,Spicy Special Slims,11/08/2024,$695.32,1970-01-01 00:00:00.000000068
Roddy Speechley,Australia,Drinking Coco,12/05/2024,"$14,609.99",1970-01-01 00:00:00.000000111
Wilone O'Kielt,USA,Milk Bars,15/07/2024,"$5,298.68",1970-01-01 00:00:00.000000096
Andria Kimpton,India,Organic Choco Syrup,18/01/2024,"$4,552.30",1970-01-01 00:00:00.000000132
Madelene Upcott,UK,Fruit & Nut Bars,05/01/2024,"$9,099.26",1970-01-01 00:00:00.000000199
Curtice Advani,Australia,50% Dark Bites,29/06/2024,$603.97,1970-01-01 00:00:00.000000239
Brien Boise,Canada,Raspberry Choco,14/06/2024,"$3,172.23",1970-01-01 00:00:00.000000046
Gunar Cockshoot,India,Mint Chip Choco,08/08/2024,"$4,737.32",1970-01-01 00:00:00.000000074
Dennison Crosswaite,India,Mint Chip Choco,23/03/2024,"$15,201.56",1970-01-01 00:00:00.000000142
Barr Faughny,India,Caramel Stuffed Bars,04/01/2024,"$7,912.62",1970-01-01 00:00:00.000000106
Brien Boise,India,Milk Bars,22/02/2024,"$14,190.78",1970-01-01 00:00:00.000000269
Beverie Moffet,UK,Spicy Special Slims,17/02/2024,"$9,327.08",1970-01-01 00:00:00.000000259
Barr Faughny,USA,Almond Choco,03/02/2024,$434.42,1970-01-01 00:00:00.000000083
Van Tuxwell,Canada,Raspberry Choco,17/03/2024,"$1,497.58",1970-01-01 00:00:00.000000132
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2024,"$3,124.74",1970-01-01 00:00:00.000000155
Brien Boise,Australia,Milk Bars,27/07/2024,"$2,356.21",1970-01-01 00:00:00.000000054
Husein Augar,Australia,Fruit & Nut Bars,28/01/2024,"$8,548.00",1970-01-01 00:00:00.000000055
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2024,"$12,094.34",1970-01-01 00:00:00.000000052
Van Tuxwell,India,White Choc,15/03/2024,"$2,119.42",1970-01-01 00:00:00.000000046
Gunar Cockshoot,Canada,After Nines,04/08/2024,"$3,038.32",1970-01-01 00:00:00.000000220
Jan Morforth,USA,Fruit & Nut Bars,27/06/2024,"$5,187.72",1970-01-01 00:00:00.000000382
Jan Morforth,Canada,After Nines,13/07/2024,"$5,384.52",1970-01-01 00:00:00.000000180
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2024,"$6,575.07",1970-01-01 00:00:00.000000249
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2024,"$6,350.37",1970-01-01 00:00:00.000000059
Oby Sorrel,Australia,85% Dark Bars,30/06/2024,"$7,488.06",1970-01-01 00:00:00.000000028
Curtice Advani,Canada,Choco Coated Almonds,18/08/2024,"$6,997.57",1970-01-01 00:00:00.000000007
Kaine Padly,India,70% Dark Bites,24/01/2024,"$13,081.57",1970-01-01 00:00:00.000000324
Beverie Moffet,USA,White Choc,11/03/2024,"$5,964.72",1970-01-01 00:00:00.000000136
Ches Bonnell,New Zealand,After Nines,23/06/2024,"$6,651.11",1970-01-01 00:00:00.000000377
Husein Augar,India,Spicy Special Slims,22/08/2024,"$2,606.11",1970-01-01 00:00:00.000000031
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2024,"$3,615.98",1970-01-01 00:00:00.000000024
Curtice Advani,India,Milk Bars,05/04/2024,"$3,658.27",1970-01-01 00:00:00.000000210
Beverie Moffet,India,Milk Bars,15/04/2024,"$1,997.46",1970-01-01 00:00:00.000000314
Husein Augar,Australia,White Choc,11/05/2024,"$3,618.67",1970-01-01 00:00:00.000000213
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2024,"$5,538.85",1970-01-01 00:00:00.000000492
Jan Morforth,New Zealand,Orange Choco,11/02/2024,"$1,382.49",1970-01-01 00:00:00.000000086
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2024,"$1,223.79",1970-01-01 00:00:00.000000081
Gunar Cockshoot,UK,Raspberry Choco,11/08/2024,"$8,043.29",1970-01-01 00:00:00.000000344
Husein Augar,New Zealand,After Nines,04/08/2024,"$6,878.47",1970-01-01 00:00:00.000000007
Andria Kimpton,New Zealand,Orange Choco,14/06/2024,"$9,420.22",1970-01-01 00:00:00.000000094
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2024,"$2,516.34",1970-01-01 00:00:00.000000293
Jehu Rudeforth,Canada,Orange Choco,23/06/2024,"$4,334.75",1970-01-01 00:00:00.000000529
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2024,"$1,588.49",1970-01-01 00:00:00.000000111
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2024,"$8,959.38",1970-01-01 00:00:00.000000271
Jan Morforth,UK,White Choc,22/06/2024,"$9,409.06",1970-01-01 00:00:00.000000046
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2024,"$3,315.64",1970-01-01 00:00:00.000000268
Kelci Walkden,UK,Choco Coated Almonds,24/05/2024,"$10,920.70",1970-01-01 00:00:00.000000210
Gunar Cockshoot,New Zealand,After Nines,09/08/2024,"$7,605.55",1970-01-01 00:00:00.000000154
Kaine Padly,Canada,85% Dark Bars,06/04/2024,"$1,859.96",1970-01-01 00:00:00.000000033
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2024,"$1,743.87",1970-01-01 00:00:00.000000259
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2024,$758.28,1970-01-01 00:00:00.000000057
Van Tuxwell,Australia,99% Dark & Pure,17/01/2024,$125.37,1970-01-01 00:00:00.000000138
Curtice Advani,USA,Drinking Coco,07/02/2024,"$6,170.75",1970-01-01 00:00:00.000000149
Brien Boise,Australia,Spicy Special Slims,09/05/2024,"$6,867.13",1970-01-01 00:00:00.000000273
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2024,"$8,775.45",1970-01-01 00:00:00.000000113
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2024,"$10,422.84",1970-01-01 00:00:00.000000006
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2024,"$7,402.04",1970-01-01 00:00:00.000000231
Gunar Cockshoot,UK,50% Dark Bites,13/01/2024,"$2,498.04",1970-01-01 00:00:00.000000129
Marney O'Breen,USA,Raspberry Choco,23/05/2024,"$6,873.56",1970-01-01 00:00:00.000000152
Jehu Rudeforth,UK,White Choc,29/06/2024,"$2,015.93",1970-01-01 00:00:00.000000304
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2024,"$8,077.51",1970-01-01 00:00:00.000000095
Dotty Strutley,USA,85% Dark Bars,25/04/2024,"$11,149.46",1970-01-01 00:00:00.000000538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2024,"$4,739.39",1970-01-01 00:00:00.000000236
Curtice Advani,India,Manuka Honey Choco,23/05/2024,"$1,844.54",1970-01-01 00:00:00.000000185
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2024,"$1,263.98",1970-01-01 00:00:00.000000019
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2024,"$7,527.84",1970-01-01 00:00:00.000000306
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2024,"$12,265.45",1970-01-01 00:00:00.000000268
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2024,"$17,662.05",1970-01-01 00:00:00.000000230
Rafaelita Blaksland,USA,White Choc,16/08/2024,"$5,520.00",1970-01-01 00:00:00.000000120
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2024,"$10,712.76",1970-01-01 00:00:00.000000011
Curtice Advani,New Zealand,After Nines,05/04/2024,"$8,416.80",1970-01-01 00:00:00.000000029
Camilla Castle,India,85% Dark Bars,04/05/2024,"$9,986.05",1970-01-01 00:00:00.000000054
Ches Bonnell,USA,Choco Coated Almonds,04/01/2024,"$15,629.82",1970-01-01 00:00:00.000000089
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2024,"$6,224.33",1970-01-01 00:00:00.000000100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2024,"$7,736.85",1970-01-01 00:00:00.000000095
Kaine Padly,Australia,Mint Chip Choco,17/05/2024,"$4,860.75",1970-01-01 00:00:00.000000162
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2024,"$1,754.64",1970-01-01 00:00:00.000000062
Curtice Advani,Canada,Organic Choco Syrup,22/02/2024,$897.13,1970-01-01 00:00:00.000000024
Jan Morforth,India,99% Dark & Pure,23/05/2024,"$10,607.29",1970-01-01 00:00:00.000000182
Rafaelita Blaksland,Canada,Drinking Coco,12/07/2024,"$10,772.00",1970-01-01 00:00:00.000000192
